Time,HostCPU,OrdererCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU,PeersCPU
3135,0.333,0.0667,1.20,1.00,1.00,0.867,0.933,0.933,0.867,1.07,0.933,0.933,1.20,0.933,0.933,1.00,0.933,0.933
3140,0.333,0.0667,1.33,1.00,0.933,0.933,0.933,0.933,1.00,0.933,0.867,0.800,0.867,0.933,1.00,0.867,0.800,0.933
3145,0.333,0.0667,1.33,0.933,0.867,0.800,0.867,0.933,1.00,1.00,0.800,0.867,0.867,0.867,0.867,0.867,1.00,1.00
3150,0.333,0.133,1.13,0.933,0.933,0.933,1.00,0.933,1.13,1.00,0.933,0.933,0.867,0.867,1.00,0.867,0.933,1.00
3155,0.267,0.0667,1.13,0.933,1.00,0.933,0.867,1.000,1.00,1.07,0.933,0.933,0.933,0.867,1.00,0.867,0.933,1.07
3160,0.267,0.0667,1.07,0.933,1.00,1.00,0.867,1.00,1.00,0.867,0.933,0.933,0.867,0.800,1.07,0.933,0.867,1.000
3165,0.267,0.0667,1.07,0.867,1.00,0.867,0.867,1.00,0.800,0.933,0.933,1.000,0.933,1.00,0.933,0.867,1.00,1.00
3170,0.267,0.0667,1.07,0.867,0.933,0.933,1.07,0.933,0.933,1.07,0.867,1.07,0.933,1.00,0.933,1.00,1.000,0.933
3175,0.267,0.133,1.20,0.933,1.13,1.07,1.00,0.933,0.800,1.07,0.933,1.000,1.00,1.07,0.867,1.00,0.933,0.933
3180,0.267,5.33,4.73,1.60,1.13,4.00,1.87,2.73,3.80,2.13,3.20,2.00,1.00,3.20,2.73,4.07,2.20,2.60
3185,0.333,11.8,13.1,5.27,4.87,7.67,5.73,6.53,7.40,5.73,7.00,5.67,4.87,6.93,6.27,7.87,5.93,6.33
3190,0.333,24.4,25.9,10.1,9.47,14.7,10.8,12.4,14.7,11.1,13.3,11.0,9.47,13.5,12.3,14.9,11.5,12.5
3195,0.333,32.6,38.0,16.3,16.4,19.4,16.7,17.4,19.3,16.9,18.0,16.9,16.5,18.0,17.6,19.5,17.2,17.7
3200,0.333,45.6,54.4,21.9,21.4,27.3,22.4,24.7,27.3,23.2,25.7,23.0,21.5,25.7,24.8,27.1,23.8,24.9
3205,0.467,52.3,69.9,29.0,28.3,32.2,29.2,30.7,32.2,29.9,31.3,29.9,28.7,31.1,30.9,32.5,30,30.6
3210,0.400,52.9,78.7,34.0,33.4,33.0,33.6,33.9,33.3,33.8,33.6,33.7,33.8,33.5,33.7,33,33.5,33.3
3215,0.533,49.9,71.3,31.6,31.8,30.6,30.9,30.7,30.9,31.0,30.8,31,31.9,30.9,30.9,31.1,30.4,30.6
3220,0.467,43.1,64.7,29.4,29.8,25.9,28.9,27.8,26.1,28.5,26.9,28.5,29.7,26.8,27.7,25.9,28.2,27.5
3225,0.467,40.2,56.1,24.7,24.9,24.0,24.7,24.9,24.1,24.7,24.8,24.7,24.7,24.5,24.6,24.1,24.7,24.7
3230,0.267,30.3,48.7,23.1,23.3,18.4,22.8,21.2,18.7,22.3,20,22.4,23.2,19.5,20.8,18.3,21.9,20.6
3235,0.267,24.2,35.3,16.8,17.3,15.1,16.5,15.9,15.3,16.4,15.8,16.5,17.3,15.3,15.8,15.3,16.2,15.7
3240,0.267,19.5,28.2,13.7,14.1,12.3,13.7,13.2,12.4,13.5,12.5,13.4,14.3,12.3,13.1,12.5,13.3,12.7
3245,0.333,15.7,25.2,12.3,12.4,10.3,12.4,12.0,10.4,12.1,11.0,12.3,12.6,11.0,11.5,10.5,12.3,11.5
3250,0.267,9.20,16.8,9.27,9.53,6.33,9.00,8.27,6.60,8.60,7.27,8.67,9.67,7.33,7.93,6.40,8.60,7.67
3255,0.267,2.73,8.13,5.20,5.53,2.80,4.80,3.93,2.93,4.60,3.40,4.53,5.40,3.40,3.87,2.80,4.40,3.87
3260,0.267,0.133,1.07,1.33,1.67,1.07,1.13,1.000,1.07,1.20,1.13,0.933,1.60,1.00,1.13,1.000,1.000,1.000
3265,0.333,0.0667,1.20,0.867,0.933,1.00,0.867,0.933,0.933,1.000,0.867,0.867,0.800,0.867,0.933,1.000,0.867,0.933
3270,0.333,0.0667,1.20,0.933,1.000,1.000,0.933,1.00,1.000,0.933,0.933,0.933,0.933,0.933,0.867,0.867,0.933,0.933
3275,0.267,0,1.27,0.867,1.000,0.933,0.867,0.867,0.933,0.867,0.933,0.867,0.933,0.867,0.867,0.933,0.867,0.867
3280,0.267,0.0667,1.07,0.933,0.933,0.867,0.933,1.000,0.933,0.867,0.933,0.800,0.867,0.933,0.867,0.867,0.867,0.933
3285,0.267,3.20,1.60,1.000,0.867,2.60,0.933,1.47,2.40,0.867,1.93,0.933,0.867,2.07,1.40,2.67,0.867,1.67
3290,0.267,14.7,13.5,4.60,3.93,9.27,5.27,6.93,9.00,5.53,7.87,5.67,4.20,7.93,6.80,9.13,6.00,7.20
3295,0.267,26.3,28.6,11.3,10.6,16.1,11.9,13.6,15.7,12.3,14.7,12.3,10.9,14.7,13.7,16.0,12.7,13.9
3300,0.333,34.9,43.3,17.9,17.5,20.8,18.7,19.7,20.9,19.1,20.3,19.0,17.7,20.1,19.8,20.7,19.6,19.9
3305,0.333,34.7,46.0,21.1,21.0,20.9,20.9,20.9,20.9,21.0,20.8,21.0,21.2,20.7,20.9,21.0,21.1,20.8
3310,0.333,34.9,45.9,20.8,21.0,20.9,20.9,20.7,20.9,20.9,20.7,21.1,21.0,20.5,20.5,20.8,21.0,20.6
3315,0.267,34.8,46.0,20.8,20.8,21.5,20.7,21.1,21.3,20.8,21.2,21.0,20.8,21.0,20.9,21.3,21.1,20.9
3320,0.333,39.7,50,21.7,21.6,24.3,21.9,22.7,23.9,22.3,23.5,22.3,21.3,23.3,23.1,23.9,22.5,22.7
3325,0.333,44.9,58.9,25.3,24.7,27.7,25.3,26.1,27.3,25.7,26.8,25.6,24.9,26.8,26.5,27.7,25.9,26.3
3330,0.400,54.8,73.0,30,29.1,34.0,30.3,31.2,33.5,30.9,32.5,30.5,29.5,32.7,31.8,33.9,30.7,31.5
3335,0.400,60.1,87.3,35.9,35.3,38.5,36.3,36.7,38.5,36.3,37.4,36.3,35.4,37.3,36.9,38.7,36.3,36.9
3340,0.467,64.6,96.7,39.9,39.1,41.9,40.1,40.7,41.7,40.3,40.9,40,39.3,41.4,40.9,42.0,40.3,40.3
3345,0.533,65,100,42.2,41.7,42.1,42.2,42.4,42.0,42.0,41.8,42.1,41.8,41.9,42.1,42.3,42.0,41.8
3350,0.533,64.7,100,42.3,41.9,42.0,41.9,42.0,41.7,42.1,41.9,41.9,42.0,42.2,41.7,41.9,41.9,41.6
3355,0.533,64.6,100,41.8,41.8,42.5,41.7,42.3,42.5,41.9,42.5,41.9,41.5,42.0,42.2,42.3,41.9,41.9
3360,0.467,64.3,100,42.2,42.3,42.7,42.1,42.0,42.6,42.3,42.6,42.1,42.0,42.3,42.5,42.5,42.2,42.2
3365,0.467,65,101,42.3,42.4,43.1,42.5,42.7,42.9,42.6,42.7,42.6,42.5,42.5,42.9,42.7,42.7,42.6
3370,0.533,65.1,102,42.9,43.0,43.5,42.9,42.7,43.0,43.2,42.7,43.0,43.2,43.1,42.5,43.1,42.8,42.8
3375,0.533,65.5,103,43.9,43.7,44.8,43.8,43.9,44.3,44.1,43.9,44.0,44.0,44.5,43.7,44.4,43.8,44.0
3380,0.600,65.7,104,44.5,44.5,45,44.5,44.5,44.7,44.9,44.7,44.6,44.5,45.3,44.5,44.9,44.6,44.8
3385,0.600,66.3,104,45.1,44.7,45.1,45.1,44.9,45,44.9,45.1,44.9,45.2,45.1,44.8,45.0,45.1,45.0
3390,0.533,65.8,104,44.9,44.5,45.2,44.8,45.2,45.2,45,45.3,44.6,45.1,45.3,44.9,45.1,45.1,45.1
3395,0.533,65.7,105,46.0,45.4,45.7,45.5,45.3,45.5,45.5,45.5,45.3,45.8,45.2,45.3,45.7,45.5,45.6
3400,0.400,65.7,106,46.5,45.6,46.0,45.7,45.5,45.7,45.9,45.7,45.8,45.7,45.7,45.7,45.9,45.7,45.8
3405,0.533,65.6,107,46.7,45.9,46.4,46.0,46.1,46.1,46.4,46.2,46.5,45.7,46.1,46.1,46.3,46.2,46.1
3410,0.533,65.3,106,47.2,46.5,47.8,46.7,47.1,47.5,47.3,47.4,47.1,46.7,47.5,46.6,47.4,46.5,46.6
3415,0.600,65.7,103,48.4,48.0,49.7,48.0,49.1,49.7,48.7,49.6,48.7,47.7,49.4,48.8,49.1,48.4,48.5
3420,0.600,65.3,96.5,50.5,49.4,51.1,49.9,50.3,50.6,50.0,50.7,50,49.9,50.8,49.7,50.7,49.9,50
3425,0.533,63.3,88.9,51.5,50.6,52.6,51.4,51.5,51.5,50.9,51.9,52.1,50.9,52.3,51.5,51.8,51.7,51.2
3430,0.600,60.3,91.3,51.5,51.4,50.1,50.7,50.1,49.4,49.9,49.7,50.8,51.4,50,49.9,49.8,50.8,49.9
3435,0.600,60.1,95.7,49.0,49.2,48.1,48.3,48.4,47.7,48.1,48.1,48.9,48.9,48.2,48.5,47.7,49.1,48.0
3440,0.667,59.9,103,47.2,46.7,46.1,45.7,46.7,46.5,46.3,46.7,46.1,46.8,46.7,46.7,46.1,46.9,46.5
3445,0.667,61.5,96.5,47.7,46.2,48.5,47.0,48.1,48.8,47.7,48.5,48.0,46.9,48.9,48.1,48.7,48.1,48.2
3450,0.667,60.3,93.0,49.9,48.9,47.2,49.1,48.5,48.2,49.2,47.5,49.5,48.7,48.1,48.2,48.1,48.8,47.9
3455,0.600,62.9,91.7,48.2,47.9,47.7,48.3,48.5,48.6,47.4,48.2,48.3,48.6,48.0,48.4,49.3,48.3,47.5
3460,0.533,59.8,90.4,47.5,47.4,48.9,47.9,49.3,49.3,47.1,48.5,47.7,49.3,47.6,49.1,49.3,48.1,46.9
3465,0.600,58.5,86.9,47.3,47.4,52.0,47.3,50.0,52.1,48.7,51.6,47.4,50.3,50.3,51.5,51.5,48.9,49.5
3470,0.666,53.5,77.4,51.0,51.1,52.9,49.9,52.3,53.2,52.4,52.2,50.7,52.6,51.1,52.9,52.3,51.3,51.9
3475,0.667,41.3,87.5,52.1,52.4,44.5,45.5,46.6,41.9,50.8,44.1,50.2,52.3,45.5,46.9,40.4,48.5,47.3
3480,0.667,44.6,109,40.1,40.9,42.8,36.2,40.2,39.6,40.9,39.4,41.7,39.5,41.4,39.7,38.7,40.3,40.9
3485,0.667,47.9,112,39.2,40.5,41.8,35.6,39.4,39.1,39.9,38.8,41.2,39.5,41.2,39.7,37.9,38.9,40.1
3490,0.667,62.9,102,38.5,39.0,49.1,39.3,43.8,49.3,41.3,47.7,41.5,39.8,48.9,44.9,49.0,41.5,45.3
3495,0.600,59.8,79.8,49.3,50.9,49.9,49.6,51.3,51.3,48.8,52.2,51.2,52.5,52.3,51.5,50.3,50.2,51.7
3500,0.533,55.3,75.7,50.4,51.1,50.9,51.6,52.2,51.3,50.3,52.6,51.9,52.5,52.1,52.1,51.1,51.6,51.9
3505,0.667,48.8,71.7,50.9,52.7,51.9,52.7,53.3,51.4,51.3,52.8,52.9,52.4,49.4,53.8,52.4,52.7,52.2
3510,0.600,39.9,71.3,52.9,53.3,48.3,53.7,51.2,47.2,52.4,48.7,53.1,52.4,42.8,51.3,48.3,52.5,50.9
3515,0.733,41.7,107,44.2,40.5,42.1,41.1,39.6,40.4,42.2,39.7,40.1,42.4,34.9,40.2,41.1,41.9,40.5
3520,0.533,48.5,109,43.4,37.9,41.2,41.1,39.1,40.4,41.7,38.5,39.5,41.0,35.6,38.9,39.4,40.9,39.2
3525,0.667,58.3,111,42.9,36.9,46.4,40.4,39.4,44.7,41.7,41.5,39.0,40.8,42.5,41.1,45.1,40.3,40.3
3530,0.600,59.7,81.2,50.7,49.3,52.4,52.2,50.1,52.0,51.8,50.2,50.4,49.4,51.2,51.4,51.7,50.1,50.9
3535,0.667,54.9,81.7,51.5,51.9,53.0,51.9,50.3,52.8,51.6,49.5,50.3,49.6,51.8,52.1,53.1,50.2,52.3
3540,0.600,52.9,78.1,51.3,52.7,52.7,51.5,52.1,53.7,52.4,51.7,51.1,49.3,52.0,52.1,52.1,51.7,51.4
3545,0.667,43.4,73.0,51.9,52.8,51.5,51.3,52.6,52.9,53.1,52.1,52.5,49.5,52.3,52.7,51.8,52.6,51.9
3550,0.733,37.1,98.8,46.2,47.9,39.9,44.3,40.2,40.5,44.5,44.0,44.1,43.2,39.4,41.0,40.2,44.3,40.9
3555,0.600,40.1,108,39.9,39.8,39.6,39.8,38.5,39.2,40.4,42.9,39.3,36.1,38.3,40.5,40.4,40.3,42.0
3560,0.667,51.6,111,39.7,39.7,40.3,39.2,38.5,39.9,39.3,42.3,38.7,37.5,37.9,40,38.9,40.5,40.5
3565,0.533,61.1,85.2,44.2,43.4,51.1,46.2,50.5,50.5,48.3,51.0,47.0,45,50.6,49.7,50.5,47.9,51.0
3570,0.733,58.3,78.7,50.1,49.9,50.5,50.8,51.2,50.2,51.5,49.1,50.3,52.4,51.2,50.8,49.6,50.5,49.9
3575,0.667,52.2,78.1,49.9,50.5,51.5,51.9,51.3,50.2,52.1,50.6,51.2,53.7,51.8,51.7,51.5,50.4,51.7
3580,0.734,47.9,76.1,52.1,52.0,52.5,51.9,51.9,51.9,52.1,51.4,52.1,53.2,53.0,53.7,50.8,51.3,52.4
3585,0.667,43.7,73.2,52.3,52.9,53.9,52.1,52.0,53.4,52.2,53.5,53.8,53.7,53.8,54.1,48.5,51.9,54.0
3590,0.600,36.0,97.8,48.9,50.3,40.3,45.1,41.2,40.3,44.6,38.2,45.3,47.1,39.1,41.8,35.0,43.5,41.3
3595,0.600,42.3,117,39.5,39.9,38.5,38.1,37.8,38.5,38.5,36.7,38.5,37.9,36.5,38.3,34.3,38.6,38.4
3600,0.533,52.1,128,38.6,38.4,35.5,36.7,35.9,35.4,37.2,34.1,36.2,36.2,33.9,35.1,35.3,36.4,35.3
3605,0.533,67.2,110,40.3,38.4,46.4,40.9,44.1,45.9,41.9,46.1,42.1,39.3,45.9,44.5,46.4,42.6,44.9
3610,0.467,67.7,100,46.3,45.8,45.4,45.7,45.1,45.3,45.9,45.1,45.9,46.3,45.1,45.2,45.5,45.6,44.9
3615,0.467,67.1,100,46.5,46.3,46.3,46.1,46.2,46.2,46.6,46.2,46.2,46.1,46.1,46.8,46.1,46.3,46.5
3620,0.467,61.4,94.5,45.1,45.2,41.7,44.2,43.3,41.9,44.3,42.6,44.1,45.2,42.3,43.8,41.6,43.7,43.2
3625,0.467,54.5,83.4,40.3,40.4,35.9,39.5,38.3,36.1,39.3,37.5,39.3,40.4,37.2,38.5,35.5,38.6,38.3
3630,0.467,32.2,57.9,30.1,30.9,20.4,28.5,25.3,20.8,27.6,22.9,27.7,30.9,22.7,24.8,20.5,26.7,24.5
3635,0.333,15.1,30.5,16.6,17.3,10.1,15.6,13.5,10.3,15.1,11.8,14.9,17.2,11.6,13.2,10.2,14.5,13.0
3640,0.400,0.133,8.60,6.73,7.60,1.13,6.00,3.87,1.20,5.33,2.13,5.33,7.40,2.00,3.40,1.33,4.80,3.27
3645,0.267,0.133,1.20,0.933,1.07,0.867,1.00,1.07,0.933,1.07,0.933,1.27,1.07,0.933,1.13,0.933,1.00,1.00
3650,0.333,0.133,1.13,1.000,0.933,1.000,1.07,1.00,1.00,1.00,0.933,1.13,0.933,0.933,0.800,0.867,0.867,0.933
3655,0.200,0,1.27,1.00,0.933,0.933,0.933,0.867,0.933,1.00,0.867,1.07,0.933,0.800,0.933,0.867,1.07,1.00
3660,0.333,0.0667,1.13,0.933,0.933,0.933,0.933,0.867,0.867,0.933,1.07,0.800,0.867,0.800,0.800,0.933,1.000,0.933
3665,0.267,0.0667,1.07,0.800,1.00,0.867,0.867,0.867,0.867,0.933,1.00,0.867,0.867,0.867,0.933,0.933,1.07,1.13
3670,0.333,0.0667,1.000,0.867,1.07,0.867,0.867,0.933,0.933,1.13,1.07,0.867,0.933,1.13,0.867,0.867,1.00,1.07
3675,0.333,0.0667,1.07,0.867,1.00,0.933,0.933,0.933,1.000,1.000,0.933,0.933,0.933,1.13,0.933,0.867,0.933,1.07
3680,0.333,10,3.20,0.867,0.933,7.13,1.00,2.60,6.53,1.07,4.47,1.00,0.867,4.87,2.87,7.07,1.40,2.87
3685,0.333,31.1,34.4,12.2,10.5,23.7,13.3,16.7,22.7,14.3,19.7,14.3,11.2,20.1,17.2,23.1,15,17.5
3690,0.333,51.3,68.1,28.3,26.6,36.6,29.2,32.7,35.6,30.4,33.7,30.1,27.3,34.4,33.2,36.1,31.0,32.7
3695,0.533,55.8,85.6,38.3,36.7,38.8,38.5,39.4,38.5,39.5,38.7,39.2,37.6,39.1,39.6,38.5,39.5,39.3
3700,0.467,46.5,75.8,36.5,36.8,29.5,35.9,34.9,29.9,35.8,32.4,35.5,37.0,32.4,35.1,29.5,35.5,34.3
3705,0.467,26.3,45.5,24.5,25.6,16.7,23.1,19.9,17.1,22.2,18.5,22.2,25.5,18.3,19.7,16.8,21.4,19.5
3710,0.333,12.0,25.9,14.7,15.5,8.33,13.7,11.6,8.73,13.1,10,13.1,15.3,9.80,11.4,8.13,12.5,11.1
3715,0.333,13.9,14.5,7.07,7.07,9.20,6.93,6.80,9.00,6.93,7.47,7.00,7.00,7.60,6.80,9.27,6.93,6.93
3720,0.333,26.3,31.3,12.2,11.5,16.5,12.7,15,16.5,13.7,16.4,13.5,11.5,16.5,15.2,16.5,14.1,15.5
3725,0.267,26.1,36.0,16.7,16.8,16.6,16.4,16.5,16.6,16.7,16.5,16.7,16.5,16.6,16.6,16.9,16.7,16.5
3730,0.333,12.3,26.0,14.7,15.7,8.67,13.7,11.7,8.80,13.3,10.3,13.3,15.2,10.2,11.5,8.60,12.7,11.2
3735,0.267,0.0667,5.73,5.53,6.47,1.20,4.87,2.67,1.13,4.00,1.20,4.20,6.07,1.13,2.47,1.13,3.53,2.20
3740,0.333,0.0667,1.07,0.933,1.00,1.000,1.13,1.13,1.00,0.933,1.00,0.933,0.933,1.00,0.933,0.800,0.933,0.933
3745,0.267,0.133,1.33,0.867,0.933,0.867,0.933,1.07,1.00,0.933,0.867,0.933,0.933,0.933,1.00,0.933,0.933,0.933
3750,0.267,0.0667,1.33,0.933,0.867,0.867,0.933,0.933,1.00,1.00,0.867,0.867,1.00,1.00,0.867,0.867,0.933,0.933
3755,0.267,0.0667,1.33,0.867,0.867,0.933,0.867,0.867,0.933,1.000,0.867,0.867,1.000,0.933,1.00,0.933,0.933,0.933
3760,0.267,0.0667,1.13,0.933,0.867,1.00,0.867,0.867,1.000,0.867,0.867,0.800,0.867,0.867,0.867,0.867,0.867,0.867
3765,0.267,0.133,1.20,0.867,0.867,0.933,0.867,0.933,1.00,0.867,0.867,0.867,0.800,0.800,0.933,0.933,1.00,0.867
3770,0.200,0.133,1.07,0.867,0.933,1.13,0.933,0.933,1.07,0.933,0.933,0.933,0.867,0.800,0.867,1.000,1.00,0.933
3775,0.267,0.0667,71.9,0.867,0.933,1.13,1.00,0.933,1.00,0.933,0.867,1.00,1.000,0.933,0.933,1.00,1.000,1.00
3780,0.333,0,269,1.00,1.00,1.27,1.13,1.00,1.07,1.07,1.00,1.000,1.00,1.07,1.00,1.13,1.000,1.00
3785,0.400,0.133,523,1.07,1.07,1.20,1.13,1.20,1.13,1.13,1.07,1.13,1.13,1.20,1.20,1.20,1.13,1.20
3790,0.467,0.133,726,1.20,1.20,1.27,1.33,1.27,1.27,1.40,1.27,1.20,1.20,1.20,1.27,1.33,1.27,1.33
3795,0.467,0.133,813,1.20,1.33,1.40,1.27,1.33,1.33,1.40,1.27,1.20,1.33,1.20,1.40,1.40,1.27,1.40
3800,0.467,0,847,1.33,1.40,1.40,1.40,1.40,1.40,1.47,1.33,1.20,1.27,1.33,1.33,1.40,1.27,1.47
3805,0.400,0.0667,876,1.33,1.40,1.40,1.33,1.60,1.40,1.40,1.33,1.40,1.27,1.40,1.47,1.40,1.47,1.53
3810,0.400,0.133,910,1.67,1.40,1.40,1.53,1.53,1.53,1.47,1.47,1.53,1.40,1.47,1.40,1.40,1.47,1.47
3815,0.467,0.267,939,1.60,1.53,1.40,1.47,1.47,1.53,1.53,1.40,1.53,1.40,1.40,1.60,1.47,1.60,1.33
3820,0.467,0.200,948,1.60,1.53,1.40,1.60,1.33,1.47,1.53,1.40,1.33,1.40,1.40,1.53,1.40,1.47,1.27
3825,0.467,0.133,934,1.27,1.47,1.40,1.47,1.67,1.33,1.53,1.27,1.60,1.33,1.33,1.53,1.40,1.67,1.47
3830,0.467,0.0667,927,1.40,1.40,1.47,1.60,1.60,1.40,1.47,1.40,1.53,1.47,1.40,1.40,1.33,1.47,1.40
3835,0.467,0.133,921,1.33,1.47,1.53,1.47,1.60,1.47,1.47,1.53,1.53,1.40,1.40,1.47,1.47,1.40,1.47
3840,0.467,0.133,925,1.40,1.40,1.47,1.47,1.40,1.67,1.47,1.67,1.27,1.40,1.60,1.40,1.47,1.40,1.33
3845,0.467,0.0667,925,1.33,1.40,1.40,1.40,1.53,1.53,1.47,1.53,1.47,1.33,1.53,1.47,1.47,1.47,1.47
3850,0.533,0.0667,919,1.47,1.40,1.40,1.53,1.53,1.60,1.47,1.47,1.53,1.53,1.60,1.40,1.40,1.60,1.40
3855,0.533,0.0667,916,1.33,1.53,1.40,1.47,1.40,1.40,1.47,1.33,1.47,1.47,1.40,1.53,1.40,1.47,1.40
3860,0.533,0.0667,911,1.33,1.40,1.53,1.47,1.40,1.53,1.40,1.47,1.40,1.53,1.40,1.47,1.40,1.47,1.33
3865,0.467,0.0667,909,1.33,1.47,1.53,1.47,1.47,1.40,1.40,1.40,1.40,1.40,1.40,1.47,1.60,1.47,1.47
3870,0.467,0.133,906,1.53,1.53,1.60,1.60,1.53,1.47,1.47,1.47,1.53,1.47,1.47,1.40,1.53,1.40,1.47
3875,0.467,0.133,907,1.53,1.53,1.53,1.60,1.53,1.40,1.40,1.40,1.47,1.40,1.40,1.40,1.53,1.40,1.53
3880,0.467,0.0667,912,1.47,1.33,1.47,1.47,1.47,1.53,1.47,1.33,1.47,1.40,1.40,1.40,1.40,1.33,1.40
3885,0.533,0,912,1.40,1.40,1.40,1.33,1.60,1.47,1.33,1.40,1.47,1.47,1.40,1.47,1.47,1.53,1.47
3890,0.467,0.0667,907,1.40,1.53,1.33,1.47,1.47,1.53,1.47,1.47,1.47,1.53,1.47,1.47,1.47,1.53,1.40
3895,0.533,0.133,903,1.40,1.53,1.47,1.47,1.47,1.47,1.53,1.53,1.40,1.47,1.33,1.47,1.47,1.47,1.53
3900,0.467,0.133,898,1.40,1.40,1.47,1.53,1.40,1.47,1.53,1.47,1.33,1.40,1.40,1.40,1.47,1.40,1.53
3905,0.467,0.0667,902,1.33,1.33,1.47,1.53,1.53,1.40,1.67,1.40,1.40,1.40,1.40,1.47,1.47,1.40,1.60
3910,0.400,0,903,1.47,1.60,1.40,1.67,1.67,1.47,1.60,1.47,1.47,1.47,1.53,1.53,1.47,1.53,1.40
3915,0.467,0.0667,903,1.60,1.60,1.47,1.60,1.53,1.47,1.60,1.47,1.40,1.47,1.40,1.60,1.40,1.47,1.47
3920,0.533,0.133,898,1.67,1.60,1.47,1.53,1.53,1.53,1.47,1.47,1.53,1.33,1.40,1.53,1.40,1.47,1.33
3925,0.533,0.133,892,1.53,1.47,1.53,1.40,1.47,1.47,1.40,1.47,1.60,1.33,1.40,1.53,1.40,1.53,1.47
3930,0.533,0.133,894,1.40,1.47,1.47,1.53,1.53,1.67,1.53,1.53,1.67,1.40,1.67,1.47,1.40,1.47,1.40
3935,0.400,0.133,891,1.40,1.53,1.47,1.47,1.47,1.60,1.47,1.53,1.40,1.40,1.60,1.40,1.47,1.47,1.47
3940,0.467,0.133,893,1.33,1.40,1.40,1.47,1.47,1.67,1.40,1.53,1.33,1.40,1.60,1.33,1.33,1.33,1.40
3945,0.467,0.133,887,1.33,1.47,1.40,1.40,1.60,1.47,1.40,1.53,1.40,1.47,1.40,1.47,1.47,1.47,1.47
3950,0.533,0.133,890,1.33,1.40,1.60,1.47,1.53,1.53,1.47,1.47,1.47,1.60,1.40,1.40,1.40,1.47,1.47
3955,0.533,0.133,888,1.40,1.47,1.67,1.47,1.47,1.47,1.53,1.47,1.40,1.53,1.33,1.47,1.47,1.40,1.47
3960,0.467,0.0667,886,1.47,1.40,1.67,1.40,1.33,1.47,1.47,1.40,1.33,1.40,1.40,1.33,1.40,1.40,1.40
3965,0.533,0.0667,886,1.47,1.40,1.47,1.40,1.47,1.40,1.40,1.40,1.40,1.40,1.53,1.53,1.53,1.40,1.47
3970,0.467,0.0667,879,1.53,1.47,1.47,1.47,1.47,1.40,1.47,1.40,1.47,1.47,1.53,1.40,1.60,1.47,1.47
3975,0.467,0.133,877,1.40,1.47,1.53,1.47,1.47,1.40,1.47,1.40,1.40,1.47,1.47,1.40,1.60,1.33,1.53
3980,0.467,0.0667,868,1.40,1.47,1.47,1.40,1.47,1.47,1.40,1.53,1.33,1.33,1.40,1.33,1.47,1.33,1.53
3985,0.533,0.133,866,1.40,1.47,1.47,1.40,1.60,1.47,1.53,1.47,1.47,1.40,1.40,1.47,1.47,1.47,1.60
3990,0.600,0.0667,865,1.47,1.47,1.40,1.67,1.53,1.47,1.60,1.47,1.47,1.47,1.40,1.47,1.40,1.53,1.53
3995,0.600,0.0667,866,1.40,1.53,1.47,1.67,1.60,1.53,1.67,1.33,1.47,1.53,1.33,1.47,1.40,1.47,1.40
4000,0.533,0,868,1.40,1.47,1.40,1.60,1.47,1.60,1.47,1.40,1.33,1.40,1.40,1.47,1.33,1.33,1.40
4005,0.533,0.0667,867,1.40,1.60,1.47,1.47,1.60,1.60,1.53,1.47,1.47,1.40,1.40,1.67,1.53,1.53,1.40
4010,0.467,0.0667,862,1.60,1.53,1.47,1.53,1.47,1.53,1.53,1.53,1.47,1.40,1.47,1.60,1.53,1.60,1.47
4015,0.533,0.133,855,1.53,1.60,1.53,1.53,1.40,1.47,1.53,1.60,1.53,1.40,1.33,1.53,1.53,1.60,1.40
4020,0.533,0.133,856,1.53,1.47,1.47,1.47,1.47,1.67,1.40,1.60,1.53,1.40,1.47,1.33,1.40,1.40,1.40
4025,0.533,0.133,851,1.40,1.47,1.47,1.40,1.47,1.53,1.40,1.60,1.60,1.40,1.53,1.47,1.47,1.40,1.40
4030,0.467,0.133,855,1.47,1.40,1.47,1.47,1.53,1.67,1.40,1.47,1.53,1.47,1.60,1.47,1.47,1.47,1.40
4035,0.467,0.0667,846,1.47,1.40,1.47,1.47,1.40,1.47,1.40,1.40,1.47,1.40,1.47,1.53,1.47,1.53,1.40
4040,0.467,0.0667,841,1.47,1.40,1.60,1.47,1.47,1.60,1.47,1.47,1.40,1.47,1.40,1.47,1.33,1.53,1.33
4045,0.533,0.0667,835,1.47,1.47,1.53,1.40,1.53,1.47,1.47,1.47,1.40,1.53,1.40,1.53,1.40,1.53,1.40
4050,0.467,0.0667,833,1.47,1.47,1.60,1.40,1.60,1.53,1.53,1.53,1.40,1.47,1.40,1.47,1.40,1.40,1.40
4055,0.533,0.133,834,1.47,1.53,1.53,1.53,1.53,1.47,1.47,1.47,1.40,1.40,1.40,1.47,1.67,1.40,1.47
4060,0.533,0.133,833,1.40,1.40,1.53,1.53,1.47,1.47,1.47,1.47,1.33,1.33,1.40,1.33,1.67,1.40,1.40
4065,0.533,0.133,819,1.40,1.40,1.47,1.53,1.53,1.47,1.53,1.47,1.47,1.40,1.47,1.47,1.73,1.40,1.60
