Time,Sent (peer0.org1.dwntp.com:9443),Sent (peer1.org1.dwntp.com:9443),Sent (peer10.org1.dwntp.com:9443),Sent (peer11.org1.dwntp.com:9443),Sent (peer12.org1.dwntp.com:9443),Sent (peer13.org1.dwntp.com:9443),Sent (peer14.org1.dwntp.com:9443),Sent (peer15.org1.dwntp.com:9443),Sent (peer2.org1.dwntp.com:9443),Sent (peer3.org1.dwntp.com:9443),Sent (peer4.org1.dwntp.com:9443),Sent (peer5.org1.dwntp.com:9443),Sent (peer6.org1.dwntp.com:9443),Sent (peer7.org1.dwntp.com:9443),Sent (peer8.org1.dwntp.com:9443),Sent (peer9.org1.dwntp.com:9443),Received (peer0.org1.dwntp.com:9443),Received (peer1.org1.dwntp.com:9443),Received (peer10.org1.dwntp.com:9443),Received (peer11.org1.dwntp.com:9443),Received (peer12.org1.dwntp.com:9443),Received (peer13.org1.dwntp.com:9443),Received (peer14.org1.dwntp.com:9443),Received (peer15.org1.dwntp.com:9443),Received (peer2.org1.dwntp.com:9443),Received (peer3.org1.dwntp.com:9443),Received (peer4.org1.dwntp.com:9443),Received (peer5.org1.dwntp.com:9443),Received (peer6.org1.dwntp.com:9443),Received (peer7.org1.dwntp.com:9443),Received (peer8.org1.dwntp.com:9443),Received (peer9.org1.dwntp.com:9443)
3,10.866666666666667,9.333333333333334,,,,,,,8.8,8.4,,,,,,,11.133333333333333,9.333333333333334,,,,,,,8.8,8.4,,,,,,
8,7.3999999999999995,8.2,,,,,,,8.2,8.4,,,,,,,7.3999999999999995,8.2,,,,,,,8.2,8.4,,,,,,
13,10.6,10.8,,,,,,,10.6,12,,,,,,,10.6,10.8,,,,,,,10.6,12,,,,,,
18,14.799999999999999,16.466666666666665,,,,,,,16.6,19,,,,,,,14.799999999999999,16.466666666666665,,,,,,,16.6,19,,,,,,
23,21.2,22.466666666666665,,,,,,,21.4,23.6,,,,,,,21.2,22.333333333333332,,,,,,,21.4,23.6,,,,,,
28,23.6,25.4,,,,,,,25.2,25.2,,,,,,,23.6,25.4,,,,,,,25.2,25.2,,,,,,
33,25.6,24.6,,,,,,,24.8,24.2,,,,,,,25.6,24.6,,,,,,,24.8,24.2,,,,,,
38,24.8,24.933333333333334,,,,,,,25.6,25,,,,,,,24.8,25.066666666666666,,,,,,,25.6,25,,,,,,
43,23.8,22.066666666666666,,,,,,,21.6,21.2,,,,,,,23.8,21.933333333333334,,,,,,,21.6,21.2,,,,,,
48,18.2,18.4,,,,,,,18.6,16.4,,,,,,,18.2,18.4,,,,,,,18.6,16.4,,,,,,
53,14,11.8,,,,,,,12.2,10.4,,,,,,,14,11.8,,,,,,,12.2,10.4,,,,,,
